100	500
153	7	225	8
098	8	045	8
326	3	040	6
357	7	118	4
418	1	417	10
378	5	442	1
268	7	219	5
316	4	224	9
380	7	234	4
399	2	150	8
020	10	308	1
498	3	139	4
072	10	208	1
265	4	445	1
445	5	241	7
063	3	128	9
245	9	356	6
205	7	062	2
409	4	042	4
134	5	435	2
253	8	185	8
288	8	218	5
141	2	057	5
413	9	177	8
457	2	245	5
163	7	419	3
396	10	177	3
401	7	427	5
447	3	122	4
254	2	403	5
101	8	357	3
022	9	110	5
308	9	158	5
494	1	095	9
347	4	178	7
003	9	446	2
007	10	448	2
008	1	375	7
064	1	019	10
439	7	229	3
045	2	013	8
116	8	063	5
259	1	176	9
488	8	438	5
166	1	479	10
132	4	235	7
377	8	365	4
100	4	188	4
266	1	315	6
373	6	104	2
487	3	066	9
194	5	035	5
294	7	028	2
475	6	470	6
114	1	094	7
426	2	453	5
279	5	079	6
011	5	160	6
460	1	120	1
446	1	068	10
171	3	210	3
438	6	374	3
112	8	287	6
312	1	124	9
433	2	227	10
187	7	406	2
032	1	404	6
158	6	156	2
400	4	164	2
263	8	314	9
340	1	460	7
226	9	257	1
313	4	032	7
076	4	436	7
383	10	050	2
083	7	498	2
203	5	273	3
186	3	116	6
331	10	266	9
474	9	173	8
318	10	207	2
217	9	409	1
056	10	170	6
093	3	043	3
192	2	067	8
305	6	182	4
335	9	241	9
094	10	489	1
180	4	303	4
051	2	171	3
182	5	365	3
458	7	245	10
075	9	033	6
248	4	103	2
215	1	242	8
211	8	415	7
151	4	161	5
165	7	419	4
170	8	258	5
449	2	027	6
478	7	483	8
303	1	069	7
148	7	470	3
261	9	430	1
143	1	326	1
368	3	445	3
137	4	095	3
040	3	331	7
386	6	431	2
361	2	099	6
499	7	333	8
269	9	425	5
133	3	390	3
068	4	203	3
244	1	487	6
480	5	244	3
385	2	209	2
043	7	095	5
189	1	015	1
241	3	402	7
330	9	084	2
173	6	382	10
273	8	452	1
052	9	066	10
188	2	181	10
197	5	122	10
219	2	405	2
479	10	223	2
496	3	028	3
038	4	033	2
414	10	275	5
237	4	234	9
009	3	163	4
317	1	389	7
422	1	230	4
274	7	194	8
202	1	329	9
078	3	454	8
034	4	033	6
403	4	438	9
127	7	078	2
047	2	323	4
375	9	339	10
162	9	168	4
172	2	343	10
407	1	464	2
073	10	409	1
005	5	107	5
146	1	451	5
468	2	317	9
118	7	273	10
455	1	048	2
394	3	238	6
408	1	209	5
270	1	408	7
336	1	464	4
411	10	439	2
495	6	142	10
135	10	368	6
272	7	026	5
185	4	221	5
258	6	287	3
102	9	405	6
227	9	462	10
443	3	332	4
013	9	347	9
307	3	447	7
456	9	083	6
071	6	480	2
223	10	212	1
371	4	349	7
016	6	257	10
021	10	168	7
001	1	080	2
014	8	299	3
329	10	177	8
031	1	005	9
350	3	238	1
099	3	336	1
483	2	399	3
006	10	453	8
035	5	099	3
290	3	287	6
406	2	107	6
349	6	030	10
324	8	114	10
381	6	065	10
315	6	012	3
267	10	494	9
283	5	331	5
354	10	476	6
136	3	426	1
355	1	173	5
338	1	162	4
125	5	028	2
176	8	258	1
423	10	053	6
485	6	185	10
358	1	263	10
464	7	412	10
271	5	039	5
493	10	422	9
168	9	159	9
462	7	411	8
206	8	049	2
115	10	297	6
441	4	295	4
395	8	048	1
067	9	500	1
421	7	166	7
432	3	037	9
415	10	028	8
238	3	161	5
065	9	155	4
392	2	310	8
424	8	088	10
117	5	407	2
323	5	104	6
398	6	252	6
467	2	398	2
417	6	334	5
291	5	100	6
190	5	445	7
037	4	164	6
060	6	297	3
360	6	415	6
029	5	424	1
341	3	411	9
429	9	105	1
113	5	364	3
042	2	329	2
157	8	082	2
161	5	500	6
387	4	049	10
081	3	375	8
364	10	272	5
225	10	055	9
111	8	305	8
221	7	075	7
370	5	475	4
169	7	070	8
027	4	432	6
410	9	045	8
213	10	167	8
104	8	296	6
091	5	461	7
107	1	072	3
085	4	419	6
084	9	332	7
229	10	459	10
095	10	117	6
018	9	084	7
404	8	390	5
243	10	072	4
298	9	012	10
450	10	461	5
405	1	065	8
491	9	465	3
376	8	090	1
448	2	273	3
255	8	282	5
096	5	243	5
150	4	368	3
388	6	450	10
296	2	424	6
252	10	185	5
351	3	113	9
469	1	190	4
017	4	116	1
126	8	459	5
306	1	437	1
120	8	275	2
024	9	301	2
139	2	010	8
053	5	159	9
154	8	389	3
207	6	238	9
242	6	022	10
110	10	014	9
440	3	494	10
497	2	275	5
002	6	255	3
490	9	213	7
023	1	365	3
201	6	140	9
057	4	305	7
236	7	155	8
216	7	417	8
044	2	198	9
019	10	194	1
434	10	475	5
247	8	400	3
332	7	248	5
435	7	200	2
427	9	463	5
389	2	189	3
145	4	041	3
004	6	245	4
309	5	385	4
444	4	414	3
055	5	369	2
302	1	393	6
431	7	230	4
059	7	428	6
149	8	248	8
353	2	367	5
138	6	210	2
314	4	433	3
304	1	408	4
046	9	287	1
356	2	036	1
015	10	500	2
382	9	217	5
397	3	063	3
342	7	163	4
437	1	435	4
228	9	415	8
050	4	327	2
334	2	068	3
425	9	286	2
412	2	061	6
054	7	306	7
339	5	195	1
297	10	110	1
036	6	217	3
477	10	166	7
500	5	371	9
277	10	287	9
369	1	454	3
131	3	398	9
178	10	246	10
420	5	156	1
452	5	336	2
234	9	482	6
436	6	450	9
299	7	356	6
472	8	036	4
345	5	350	7
300	1	479	9
292	9	318	10
119	4	110	3
039	1	007	8
327	2	180	9
280	2	423	5
348	5	072	8
275	5	439	8
224	8	463	10
293	4	159	4
080	2	373	3
175	6	382	1
321	7	239	7
058	1	298	7
230	8	235	10
284	4	386	6
048	5	030	1
256	10	394	6
222	3	349	2
492	10	103	4
204	9	060	8
049	9	178	10
077	4	377	1
193	4	433	3
061	8	225	10
459	10	295	10
184	8	098	6
333	6	057	10
069	6	444	7
365	8	101	7
320	9	018	3
289	1	081	7
264	10	347	7
147	6	101	2
181	2	053	10
390	5	138	4
122	7	394	6
070	6	049	1
121	10	014	4
282	5	264	5
419	2	222	6
246	5	367	3
367	8	006	6
124	4	040	5
086	4	409	5
155	8	296	2
311	4	254	4
010	1	377	10
295	4	487	9
160	8	360	4
082	1	392	7
489	5	492	2
200	10	065	7
363	2	469	10
209	9	282	9
087	9	184	8
322	4	446	1
366	6	038	10
476	3	349	9
393	6	238	6
109	9	392	6
463	8	223	5
430	8	153	5
310	7	214	9
428	2	235	8
231	6	464	4
066	5	428	6
454	2	266	6
140	10	295	1
482	1	465	10
359	9	120	6
379	8	295	6
220	6	298	4
164	2	315	7
041	8	359	7
079	10	390	1
062	7	430	1
212	2	374	6
089	10	043	7
152	2	113	7
319	2	448	8
384	4	379	6
144	8	422	8
285	9	126	8
337	7	080	2
199	6	491	10
391	1	149	1
074	7	153	6
106	9	187	1
374	1	139	4
257	6	420	3
249	3	133	2
352	8	076	7
281	5	022	10
262	3	187	7
167	10	371	10
179	5	095	6
218	8	236	7
210	6	292	4
484	1	437	8
142	5	152	6
251	3	383	10
128	6	025	1
092	4	196	9
028	1	475	5
402	4	395	8
473	6	239	5
025	4	065	4
240	5	464	10
362	7	055	10
103	9	243	2
451	8	197	4
239	5	465	5
346	3	013	8
325	10	340	10
343	2	090	2
129	5	392	4
250	1	402	6
465	9	017	5
233	10	251	6
416	1	157	1
453	2	081	7
159	6	047	5
232	1	191	10
481	4	265	2
097	8	159	4
177	10	100	2
105	10	102	7
471	5	493	10
033	10	137	6
030	9	214	5
235	5	089	1
372	4	328	10
130	2	455	9
012	7	213	5
344	5	143	3
442	2	390	10
470	10	3
195	9	4
260	7	10
191	9	2
214	7	8
174	5	1
198	10	3
486	8	1
208	9	8
090	6	4
108	4	8
287	8	8
278	6	7
196	8	9
461	2	1
123	9	1
286	3	1
088	3	4
466	2	10
328	2	3
183	9	6
156	10	8
026	8	8
276	4	7
301	7	8
153	5	5
098	1	8
326	3	4
357	8	6
418	4	6
378	10	6
268	3	10
316	8	8
380	7	5
399	5	3
020	2	1
498	7	7
072	8	10
265	7	5
445	4	7
063	4	9
245	10	4
205	2	9
409	10	4
134	9	3
253	5	6
288	5	4
141	9	8
413	1	6
457	3	4
163	5	7
396	9	7
401	10	4
447	7	1
254	9	1
101	6	6
022	9	4
308	9	10
494	5	7
347	2	1
003	6	4
007	3	7
008	7	9
064	4	8
439	9	9
045	4	2
116	1	9
259	5	9
488	9	10
166	3	6
132	1	3
377	9	10
100	9	7
266	5	10
373	2	5
487	6	9
194	6	8
294	9	1
475	8	4
114	7	10
426	4	3
279	5	4
011	10	8
460	4	4
446	5	9
171	5	7
438	3	5
112	8	1
312	3	10
433	2	9
187	9	6
032	2	6
158	5	2
400	7	1
263	3	7
340	7	1
226	10	4
313	1	6
076	8	8
383	7	6
083	8	4
203	8	4
186	6	1
331	7	4
474	9	3
318	10	10
217	1	6
056	4	4
093	2	2
192	1	1
305	3	7
335	4	7
094	8	3
180	10	9
051	6	1
182	5	4
458	4	1
075	4	10
248	10	6
215	3	7
211	9	5
151	4	9
165	2	2
170	8	9
449	10	1
478	3	5
303	3	5
148	7	4
261	2	7
143	10	1
368	10	2
137	6	5
040	7	10
386	10	3
361	10	4
499	4	7
269	10	3
133	9	10
068	5	1
244	4	10
480	9	6
385	6	10
043	3	2
189	1	1
241	1	10
330	8	3
173	9	6
273	6	8
052	5	6
188	5	7
197	9	10
219	10	8
479	4	9
496	1	10
038	10	8
414	10	7
237	8	1
009	7	5
317	6	2
422	2	6
274	6	8
202	6	10
078	7	8
034	6	6
403	9	2
127	6	10
047	7	9
375	1	9
162	8	10
172	9	7
407	7	3
073	7	1
005	1	8
146	8	6
468	10	7
118	10	7
455	8	10
394	7	2
408	1	7
270	7	5
336	3	3
411	2	7
495	2	2
135	3	4
272	6	3
185	6	5
258	10	6
102	4	6
227	3	3
443	9	5
013	3	8
307	2	4
456	2	1
071	2	4
223	9	4
371	1	9
016	1	4
021	9	5
001	10	2
014	3	8
329	1	9
031	7	5
350	5	5
099	3	9
483	2	4
006	3	8
035	5	10
290	1	5
406	3	6
349	9	5
324	3	10
381	4	10
315	4	10
267	4	7
283	3	6
354	4	5
136	9	2
355	2	6
338	8	6
125	2	9
176	10	7
423	10	3
485	1	9
358	10	3
464	8	4
271	3	9
493	7	1
168	2	10
462	5	3
206	2	2
115	8	5
441	3	6
395	10	10
067	9	7
421	2	6
432	7	9
415	7	9
238	6	4
065	10	3
392	10	7
424	5	4
117	2	7
323	1	7
398	10	1
467	2	2
417	6	7
291	1	6
190	6	8
037	8	2
060	3	7
360	3	5
029	8	7
341	6	7
429	7	7
113	8	10
042	4	6
157	6	2
161	3	4
387	9	10
081	1	5
364	4	4
225	9	8
111	2	1
221	5	3
370	1	5
169	5	1
027	9	10
410	4	6
213	2	8
104	8	3
091	10	9
107	3	6
085	9	10
084	4	3
229	10	10
095	9	6
018	7	6
404	3	10
243	8	3
298	1	2
450	4	7
405	7	9
491	3	1
376	5	7
448	4	1
255	6	1
096	1	8
150	9	6
388	4	8
296	10	6
252	9	6
351	4	1
469	9	7
017	9	5
126	5	3
306	9	7
120	9	6
024	7	3
139	8	8
053	10	6
154	1	6
207	4	1
242	7	3
110	4	7
440	2	3
497	6	4
002	10	7
490	5	5
023	4	5
201	10	6
057	9	3
236	1	9
216	10	8
044	9	6
019	5	1
434	7	4
247	6	5
332	9	10
435	5	8
427	7	10
389	6	7
145	7	1
004	4	4
309	9	2
444	1	2
055	6	5
302	6	5
431	3	6
059	1	10
149	9	10
353	8	3
138	4	1
314	3	2
304	9	7
046	3	4
356	10	9
015	1	5
382	1	3
397	6	4
342	4	10
437	7	3
228	7	2
050	3	8
334	9	8
425	8	9
412	10	1
054	9	7
339	1	7
297	9	5
036	10	7
477	1	6
500	1	10
277	4	1
369	4	1
131	5	3
178	2	5
420	6	5
452	7	10
234	5	2
436	3	4
299	4	9
472	5	3
345	1	3
300	3	4
292	5	6
119	9	2
039	3	3
327	8	2
280	1	9
348	9	4
275	10	2
224	10	8
293	8	10
080	2	3
175	4	7
321	1	6
058	6	8
230	6	9
284	2	10
048	3	10
256	5	5
222	7	1
492	6	6
204	2	5
049	9	10
077	9	6
193	9	3
061	3	9
459	7	1
184	1	3
333	2	7
069	1	3
365	8	4
320	2	5
289	5	10
264	7	3
147	9	8
181	7	7
390	3	6
122	10	7
070	2	8
121	8	6
282	6	5
419	7	7
246	10	8
367	5	6
124	3	9
086	6	1
155	5	7
311	4	10
010	8	7
295	8	3
160	7	8
082	4	1
489	7	4
200	5	7
363	2	7
209	2	5
087	9	2
322	1	6
366	10	1
476	9	6
393	10	6
109	2	1
463	8	7
430	10	6
310	7	10
428	4	2
231	7	3
066	5	5
454	7	6
140	4	2
482	6	6
359	8	5
379	1	1
220	4	5
164	2	7
041	1	1
079	6	3
062	5	3
212	5	2
089	9	5
152	1	8
319	10	3
384	8	5
144	9	5
285	1	3
337	7	10
199	10	2
391	5	6
074	1	5
106	10	8
374	3	9
257	2	1
249	4	2
352	4	5
281	8	10
262	6	7
167	2	4
179	2	7
218	4	4
210	6	3
484	7	2
142	8	8
251	10	3
128	4	1
092	5	9
028	9	6
402	4	4
473	4	5
025	9	3
240	2	4
362	9	4
103	5	6
451	10	4
239	6	1
346	2	8
325	6	6
343	9	9
129	1	3
250	3	6
465	3	9
233	4	4
416	7	1
453	6	4
159	10	9
232	1	10
481	8	9
097	10	10
177	7	10
105	2	7
471	10	5
033	2	6
030	7	3
235	9	5
372	10	1
130	4	10
012	6	6
344	9	3
442	7	4
470	10	134	8
195	10	288	3
260	6	117	5
191	3	218	10
214	2	397	10
174	8	412	8
198	4	324	10
486	9	231	10
208	3	154	6
090	3	484	10
108	4	409	10
287	5	232	3
278	1	118	6
196	5	500	4
461	4	387	4
123	7	473	6
286	4	341	9
088	6	047	5
466	10	315	8
328	10	367	8
183	10	318	5
156	4	466	1
026	5	432	1
276	8	067	2
301	4	315	10
153	10	131	5
098	9	105	4
326	7	332	7
357	10	115	6
418	1	137	8
378	7	396	10
268	9	381	9
316	4	493	5
380	4	329	7
399	3	237	4
020	9	470	10
498	8	074	3
072	1	467	10
265	3	310	4
445	8	396	1
063	4	094	4
245	1	089	6
205	8	451	3
409	5	491	10
134	2	051	5
253	7	018	9
288	8	174	4
141	7	455	4
413	6	196	7
457	8	436	4
163	7	445	6
396	5	356	7
401	7	129	9
447	6	420	7
254	3	279	7
101	2	426	4
022	1	429	6
308	1	037	3
494	5	329	5
347	1	340	4
003	2	492	3
007	4	061	1
008	4	376	7
064	5	106	4
439	8	210	9
045	3	052	6
116	4	396	7
259	4	437	7
488	9	028	10
166	9	015	6
132	3	090	3
377	4	469	8
100	5	045	5
266	10	476	1
373	6	083	7
487	8	150	4
194	8	355	5
294	2	338	7
475	8	466	6
114	3	255	3
426	9	287	8
279	1	101	5
011	7	493	9
460	9	208	4
446	3	388	8
171	10	130	8
438	4	160	3
112	8	372	4
312	8	353	1
433	4	157	5
187	10	318	10
032	4	093	3
158	4	084	9
400	9	148	5
263	10	318	4
340	1	097	9
226	7	444	4
313	1	171	3
076	2	142	2
383	9	100	7
083	6	004	2
203	1	042	8
186	4	233	6
331	6	375	6
474	3	283	7
318	5	156	4
217	8	014	9
056	9	376	7
093	6	288	7
192	8	099	9
305	8	116	9
335	5	094	10
094	7	066	5
180	3	332	8
051	7	202	10
182	5	375	6
458	5	342	8
075	7	420	9
248	3	141	4
215	9	274	2
211	7	295	6
151	2	171	8
165	7	055	10
170	1	409	3
449	6	305	9
478	9	040	8
303	6	241	9
148	6	173	1
261	10	099	10
143	8	326	2
368	2	185	5
137	3	364	3
040	6	105	1
386	9	113	5
361	9	026	7
499	10	021	10
269	10	339	8
133	1	381	7
068	6	253	4
244	9	007	7
480	2	386	1
385	4	067	8
043	9	444	5
189	10	269	5
241	5	487	5
330	2	156	7
173	3	338	7
273	6	031	8
052	10	228	4
188	8	424	2
197	4	152	9
219	7	436	1
479	10	267	9
496	4	439	9
038	7	131	1
414	10	333	2
237	10	283	4
009	2	068	2
317	4	388	2
422	2	333	8
274	4	147	6
202	9	027	10
078	10	380	10
034	6	184	2
403	1	347	1
127	7	385	2
047	4	008	10
375	9	494	10
162	7	492	2
172	7	308	8
407	5	448	4
073	3	198	3
005	4	417	10
146	7	029	5
468	9	148	2
118	4	111	5
455	1	081	8
394	9	268	7
408	2	069	6
270	8	358	5
336	9	218	9
411	2	168	1
495	9	175	5
135	3	136	5
272	4	092	9
185	9	191	4
258	9	077	6
102	8	110	8
227	2	206	5
443	5	293	4
013	3	176	9
307	8	165	1
456	1	005	10
071	7	084	5
223	7	123	10
371	3	101	3
016	5	213	9
021	3	371	1
001	1	331	8
014	1	034	4
329	2	139	10
031	6	418	1
350	7	374	9
099	10	124	6
483	3	265	9
006	4	038	5
035	5	116	8
290	4	056	6
406	5	377	8
349	7	449	9
324	3	248	1
381	5	412	4
315	8	388	2
267	6	452	3
283	6	170	8
354	10	256	10
136	3	469	5
355	10	067	1
338	6	167	1
125	4	134	7
176	3	335	5
423	1	129	3
485	5	153	5
358	8	228	5
464	6	500	6
271	6	066	7
493	8	184	4
168	7	037	3
462	3	253	4
206	3	261	6
115	4	348	10
441	2	146	7
395	2	004	8
067	1	188	8
421	4	070	8
432	9	267	8
415	4	102	10
238	10	409	7
065	1	033	2
392	7	431	7
424	3	219	5
117	1	344	7
323	3	127	2
398	9	149	7
467	2	161	1
417	6	283	9
291	3	188	1
190	7	111	5
037	10	009	2
060	3	156	10
360	3	189	4
029	9	288	2
341	2	322	9
429	2	037	6
113	6	290	5
042	7	246	9
157	5	323	8
161	1	451	2
387	9	495	8
081	3	250	3
364	10	482	9
225	3	192	3
111	9	010	7
221	10	437	6
370	1	462	7
169	3	078	10
027	10	295	4
410	6	047	7
213	7	407	10
104	3	153	5
091	10	296	4
107	1	109	9
085	10	235	5
084	4	274	10
229	1	467	1
095	6	029	9
018	7	218	6
404	3	439	4
243	4	316	6
298	5	303	1
450	2	419	1
405	9	383	8
491	1	093	10
376	8	444	8
448	4	256	5
255	10	367	8
096	6	273	9
150	5	127	2
388	2	452	7
296	2	359	7
252	10	184	6
351	7	465	8
469	6	251	6
017	10	390	9
126	1	082	9
306	2	399	6
120	1	063	5
024	3	312	7
139	9	032	5
053	10	452	1
154	3	286	5
207	7	364	9
242	10	012	2
110	7	102	8
440	5	144	4
497	1	230	7
002	4	426	1
490	3	030	5
023	1	469	10
201	4	103	1
057	5	214	10
236	8	040	4
216	4	268	6
044	5	477	3
019	10	299	5
434	1	297	8
247	6	127	8
332	5	474	5
435	6	198	8
427	10	074	10
389	2	282	10
145	10	210	3
004	9	291	2
309	7	085	10
444	6	307	10
055	9	417	10
302	9	165	3
431	1	489	7
059	10	154	3
149	6	178	3
353	4	224	5
138	7	139	1
314	9	152	4
304	2	472	3
046	8	109	6
356	5	418	9
015	4	280	1
382	8	347	3
397	1	452	5
342	2	156	1
437	7	433	2
228	9	023	8
050	10	375	3
334	6	227	1
425	5	029	10
412	4	302	4
054	7	355	8
339	4	320	4
297	3	375	8
036	1	007	7
477	8	297	6
500	4	389	5
277	2	085	4
369	5	172	4
131	8	254	5
178	1	049	8
420	6	097	2
452	3	196	4
234	8	031	6
436	10	002	8
299	4	089	7
472	9	288	7
345	6	296	9
300	1	107	3
292	4	463	7
119	7	418	4
039	9	180	10
327	7	146	3
280	3	186	7
348	2	008	10
275	7	212	8
224	10	264	10
293	7	287	4
080	1	337	5
175	7	449	8
321	4	106	5
058	4	413	7
230	2	495	3
284	7	254	3
048	4	204	9
256	6	184	4
222	7	141	4
492	6	178	8
204	5	295	9
049	7	180	7
077	1	322	10
193	2	460	5
061	10	224	4
459	4	252	6
184	8	249	6
333	10	060	6
069	1	455	5
365	5	486	1
320	4	310	3
289	10	176	3
264	3	123	8
147	4	086	10
181	7	244	4
390	7	060	8
122	9	383	9
070	5	228	4
121	8	129	6
282	8	441	2
419	6	086	7
246	5	076	10
367	2	264	10
124	2	061	2
086	7	461	5
155	9	350	2
311	4	284	10
010	7	026	5
295	2	491	8
160	8	085	10
082	5	303	6
489	4	410	10
200	10	400	4
363	2	345	3
209	4	249	1
087	6	315	5
322	5	237	10
366	7	476	4
476	1	289	3
393	6	114	10
109	5	043	1
463	8	085	3
430	7	233	3
310	5	282	4
428	1	241	6
231	5	246	2
066	3	348	9
454	2	242	3
140	6	094	7
482	10	477	10
359	8	124	7
379	5	065	3
220	4	047	9
164	4	196	2
041	5	098	8
079	9	112	9
062	7	011	7
212	7	238	4
089	5	200	9
152	3	391	3
319	5	142	9
384	9	233	9
144	10	329	1
285	1	353	6
337	5	163	3
199	6	046	6
391	1	453	10
074	4	142	2
106	10	088	9
374	10	197	7
257	2	274	8
249	3	279	10
352	2	249	6
281	5	448	2
262	8	265	8
167	9	149	4
179	2	161	7
218	10	065	5
210	2	012	1
484	6	444	8
142	5	269	6
251	7	480	4
128	1	295	6
092	2	054	6
028	4	007	3
402	4	279	8
473	5	373	4
025	10	446	4
240	4	470	5
362	3	139	8
103	4	264	4
451	7	440	9
239	8	153	9
346	3	226	2
325	9	029	3
343	3	174	7
129	2	289	9
250	9	021	2
465	4	057	7
233	5	010	1
416	3	392	7
453	3	070	4
159	2	095	8
232	7	043	1
481	2	407	6
097	5	431	4
177	9	443	5
105	2	461	9
471	10	153	8
033	3	450	5
030	2	483	3
235	6	311	3
372	8	222	4
130	8	168	5
012	1	019	6
344	7	422	9
