100	500
214	2	227	3
174	3	211	1
198	2	207	2
486	2	048	3
208	1	281	4
090	3	229	4
108	1	324	4
287	1	335	4
278	3	259	2
196	1	324	4
461	1	136	4
123	3	227	3
286	1	430	3
088	4	110	2
466	2	065	2
328	4	184	2
183	3	028	4
156	1	479	2
026	1	421	4
276	2	216	2
301	2	109	2
153	1	309	1
098	3	138	2
326	2	049	1
357	2	096	3
418	2	237	3
378	2	298	4
268	4	027	1
316	1	058	2
380	3	310	3
399	2	185	3
020	4	089	3
498	1	256	4
072	4	194	3
265	1	474	2
445	1	029	3
063	4	059	4
245	1	139	4
205	1	328	4
409	4	113	2
134	4	220	3
253	4	311	2
288	3	158	2
141	4	061	2
413	1	058	1
457	1	216	2
163	1	384	2
396	4	328	2
401	2	272	4
447	2	291	2
254	2	347	4
101	3	489	3
022	3	313	1
308	3	228	2
494	1	461	4
347	4	223	1
003	3	206	4
007	3	042	4
008	3	058	3
064	4	493	4
439	2	171	1
045	1	197	4
116	4	170	2
259	3	260	2
488	1	003	2
166	2	464	2
132	3	499	1
377	4	378	3
100	3	302	2
266	1	100	1
373	2	411	4
487	3	283	3
194	4	307	3
294	2	283	4
475	2	080	2
114	4	257	3
426	4	411	2
279	4	299	1
011	1	142	2
460	4	396	2
446	2	216	2
171	3	429	4
438	3	290	3
112	4	352	2
312	1	382	1
433	1	170	1
187	1	305	1
032	1	368	4
158	4	253	3
400	1	440	4
263	4	238	1
340	2	447	4
226	4	343	1
313	2	085	3
076	2	141	4
383	3	006	1
083	4	145	3
203	1	488	3
186	2	286	3
331	2	108	4
474	4	473	1
318	4	113	2
217	3	482	2
056	2	215	4
093	3	054	3
192	4	100	1
305	1	132	3
335	2	477	2
094	2	463	2
180	4	309	1
051	1	114	4
182	2	032	2
458	4	085	3
075	3	063	1
248	4	413	4
215	1	090	1
211	1	033	1
151	2	091	1
165	1	039	4
170	4	232	2
449	1	191	4
478	4	228	4
303	3	041	1
148	4	102	3
261	3	222	1
143	2	109	4
368	3	327	2
137	4	007	3
040	1	493	4
386	1	301	1
361	1	102	1
499	1	177	3
269	3	207	2
133	4	424	3
068	2	366	3
244	3	489	2
480	1	406	1
385	1	041	3
043	4	208	1
189	1	464	2
241	1	349	3
330	2	240	4
173	4	468	3
273	1	399	1
052	2	025	2
188	4	145	3
197	1	014	3
219	1	187	4
479	3	276	4
496	1	314	4
038	3	279	1
414	1	500	1
237	3	091	3
009	1	332	3
317	1	244	1
422	3	397	2
274	3	458	4
202	2	051	2
078	3	109	4
034	1	431	1
403	1	034	1
127	2	154	3
047	3	063	1
375	1	312	1
162	2	448	1
172	4	495	1
407	1	404	2
073	2	155	4
005	2	398	3
146	1	130	3
468	2	309	3
118	1	165	1
455	1	325	3
394	3	042	3
408	2	093	1
270	2	015	3
336	2	113	1
411	3	498	2
495	2	436	2
135	1	237	2
272	3	406	1
185	1	354	3
258	4	090	3
102	2	122	1
227	2	144	2
443	4	207	4
013	3	160	1
307	3	025	2
456	3	253	1
071	1	380	4
223	2	252	4
371	1	149	2
016	1	019	2
021	2	005	4
001	1	218	3
014	2	071	2
329	4	116	4
031	1	195	2
350	1	073	1
099	4	239	4
483	4	031	2
006	4	135	1
035	4	030	3
290	4	379	2
406	3	095	2
349	3	208	4
324	1	431	1
381	1	310	3
315	4	010	3
267	4	215	2
283	3	120	3
354	3	144	4
136	3	056	3
355	3	268	1
338	2	417	1
125	4	421	3
176	4	393	2
423	4	129	1
485	3	001	4
358	3	120	2
464	3	257	2
271	4	437	1
493	3	118	2
168	2	374	3
462	1	119	2
206	4	054	4
115	2	438	3
441	3	066	2
395	2	390	1
067	4	052	2
421	2	131	3
432	2	333	3
415	1	491	4
238	2	227	2
065	2	354	2
392	4	450	1
424	4	070	1
117	1	282	4
323	4	356	1
398	1	403	4
467	2	086	1
417	4	246	1
291	3	207	3
190	3	153	2
037	3	304	2
060	2	368	1
360	4	005	1
029	3	192	1
341	1	422	3
429	2	148	1
113	1	343	2
042	4	085	2
157	1	188	4
161	3	257	3
387	4	105	3
081	4	439	1
364	3	016	4
225	3	286	1
111	2	294	2
221	2	419	2
370	3	057	2
169	2	432	1
027	3	147	4
410	3	017	4
213	4	421	3
104	4	242	1
091	1	212	4
107	4	168	2
085	3	176	3
084	3	295	1
229	2	287	3
095	3	016	2
018	2	283	4
404	4	019	1
243	3	016	1
298	2	150	2
450	1	437	4
405	3	047	3
491	2	163	2
376	1	377	4
448	1	256	3
255	3	169	4
096	2	010	3
150	3	472	4
388	2	033	3
296	1	266	1
252	1	364	2
351	4	289	1
469	1	080	3
017	3	244	2
126	3	257	2
306	3	240	4
120	2	493	2
024	3	213	4
139	1	140	1
053	4	047	3
154	1	023	3
207	3	294	1
242	3	225	1
110	4	334	4
440	3	435	1
497	3	195	3
002	2	115	3
490	3	078	1
023	4	304	2
201	4	143	4
057	3	125	3
236	1	140	4
216	4	118	2
044	3	009	4
019	1	125	2
434	1	192	3
247	3	201	1
332	4	448	1
435	1	311	3
427	1	227	4
389	4	481	2
145	1	336	3
004	2	430	4
309	4	144	2
444	3	101	3
055	2	429	2
302	1	081	3
431	3	176	3
059	3	406	3
149	1	430	2
353	3	208	2
138	3	161	4
314	1	237	4
304	4	169	1
046	2	306	3
356	4	095	4
015	4	440	4
382	3	441	2
397	4	460	2
342	4	288	1
437	3	350	4
228	2	319	3
050	4	288	1
334	3	332	2
425	4	102	2
412	3	222	2
054	3	416	2
339	4	034	4
297	4	183	1
036	4	331	1
477	2	498	3
500	1	343	2
277	1	343	2
369	1	345	2
131	1	103	2
178	3	333	3
420	4	497	4
452	2	141	2
234	1	112	2
436	1	356	4
299	2	262	1
472	2	245	4
345	1	411	4
300	2	180	2
292	4	088	2
119	1	445	4
039	3	190	4
327	2	312	2
280	2	204	4
348	4	358	4
275	3	400	2
224	2	067	4
293	3	270	2
080	3	154	2
175	2	236	3
321	1	369	1
058	3	225	2
230	1	196	2
284	2	489	3
048	1	373	1
256	3	217	4
222	4	125	1
492	2	217	2
204	3	423	1
049	1	046	2
077	3	106	1
193	2	019	4
061	3	055	2
459	4	326	2
184	3	410	4
333	1	366	3
069	2	159	2
365	4	471	4
320	3	134	3
289	2	247	4
264	4	040	3
147	3	264	3
181	2	298	2
390	4	497	4
122	4	443	1
070	2	210	3
121	1	325	3
282	4	329	3
419	1	432	4
246	1	445	3
367	1	319	4
124	1	229	2
086	4	129	1
155	4	059	2
311	2	328	4
010	2	099	2
295	4	149	2
160	3	216	2
082	4	482	1
489	4	003	3
200	2	359	3
363	2	360	4
209	3	040	3
087	2	432	4
322	4	194	4
366	2	061	1
476	1	039	1
393	1	165	3
109	4	163	3
463	3	309	1
430	4	408	4
310	3	455	4
428	3	244	3
231	3	090	1
066	2	052	3
454	1	212	4
140	1	040	3
482	1	445	4
359	2	062	2
379	2	224	3
220	3	405	2
164	2	322	3
041	3	065	4
079	1	031	1
062	2	428	2
212	2	470	3
089	3	213	1
152	4	099	4
319	3	303	3
384	1	079	3
144	3	278	2
285	4	082	1
337	2	259	1
199	1	071	3
391	1	200	3
074	3	058	3
106	2	059	3
374	4	277	1
257	2	406	2
249	1	203	2
352	1	146	2
281	1	298	2
262	2	083	2
167	3	106	3
179	4	247	3
218	2	219	4
210	2	338	4
484	1	022	4
142	4	346	1
251	2	417	1
128	3	263	3
092	4	199	4
028	4	106	1
402	3	310	3
473	3	278	3
025	2	237	2
240	4	055	2
362	1	303	2
103	3	261	4
451	2	183	2
239	3	385	4
346	4	418	1
325	2	025	4
343	4	209	3
129	1	307	2
250	1	088	3
465	3	430	2
233	1	114	2
416	3	008	3
453	1	065	4
159	4	465	3
232	3	474	1
481	1	128	4
097	2	266	3
177	3	462	3
105	4	155	1
471	1	241	3
033	1	405	4
030	2	241	2
235	4	135	1
372	4	029	3
130	3	073	4
012	3	142	2
344	1	340	2
442	1	261	3
470	4	3
195	1	1
260	4	1
191	3	1
214	1	2
174	2	2
198	4	3
486	4	3
208	2	1
090	1	4
108	2	1
287	4	1
278	1	2
196	1	2
461	4	2
123	3	2
286	2	4
088	2	2
466	4	2
328	3	1
183	2	2
156	4	1
026	2	1
276	4	3
301	1	3
153	1	4
098	1	2
326	4	4
357	4	1
418	1	3
378	2	1
268	2	2
316	3	2
380	1	4
399	4	2
020	4	3
498	3	2
072	2	1
265	1	4
445	1	2
063	1	2
245	1	1
205	4	3
409	2	3
134	2	4
253	3	1
288	1	1
141	4	3
413	2	4
457	1	1
163	1	2
396	4	1
401	4	2
447	2	1
254	3	2
101	4	4
022	3	3
308	1	1
494	4	1
347	1	1
003	3	1
007	1	1
008	1	1
064	3	4
439	2	1
045	4	3
116	1	4
259	3	1
488	1	1
166	1	2
132	4	4
377	2	3
100	4	3
266	2	1
373	4	3
487	1	4
194	1	3
294	2	4
475	1	1
114	4	2
426	1	1
279	4	4
011	4	1
460	2	2
446	2	2
171	3	1
438	2	1
112	1	4
312	1	4
433	1	3
187	2	3
032	4	3
158	4	1
400	3	3
263	2	3
340	3	4
226	3	4
313	2	1
076	1	4
383	1	2
083	2	3
203	4	4
186	1	3
331	1	2
474	3	1
318	4	2
217	4	3
056	2	2
093	3	3
192	4	1
305	3	2
335	3	4
094	4	2
180	2	4
051	1	2
182	3	4
458	2	3
075	1	1
248	1	2
215	3	3
211	2	1
151	2	2
165	3	4
170	1	4
449	3	1
478	2	4
303	3	2
148	2	2
261	1	3
143	3	3
368	2	1
137	4	3
040	4	2
386	3	1
361	2	2
499	4	1
269	4	2
133	1	4
068	1	2
244	3	4
480	1	3
385	1	1
043	3	4
189	2	3
241	2	1
330	3	1
173	4	2
273	4	4
052	4	4
188	3	2
197	3	3
219	3	1
479	1	2
496	3	1
038	1	1
414	2	4
237	3	1
009	4	3
317	4	2
422	4	1
274	4	1
202	2	2
078	3	4
034	2	4
403	2	1
127	2	1
047	4	3
375	3	1
162	1	4
172	3	2
407	4	1
073	1	1
005	2	2
146	4	2
468	1	4
118	4	1
455	2	3
394	2	1
408	2	4
270	2	4
336	3	3
411	4	3
495	4	1
135	2	4
272	1	2
185	3	2
258	1	2
102	4	1
227	1	2
443	2	2
013	1	4
307	2	2
456	4	3
071	4	3
223	3	4
371	4	2
016	3	4
021	2	1
001	2	3
014	1	1
329	2	1
031	3	3
350	1	1
099	2	3
483	3	2
006	4	4
035	3	3
290	1	3
406	1	3
349	3	2
324	1	1
381	4	1
315	4	4
267	1	3
283	2	4
354	3	3
136	4	1
355	3	1
338	4	4
125	4	1
176	3	3
423	1	2
485	2	2
358	2	1
464	3	4
271	1	2
493	4	4
168	2	4
462	2	4
206	3	3
115	3	4
441	4	1
395	4	1
067	1	4
421	2	3
432	1	1
415	3	1
238	3	3
065	4	3
392	4	1
424	2	2
117	2	2
323	1	3
398	4	3
467	3	3
417	1	2
291	2	4
190	2	3
037	3	3
060	1	4
360	4	1
029	3	3
341	1	1
429	4	1
113	4	4
042	2	2
157	2	3
161	1	3
387	4	2
081	1	3
364	2	1
225	2	4
111	2	1
221	3	2
370	3	4
169	1	3
027	1	3
410	2	2
213	3	3
104	2	3
091	1	1
107	2	3
085	2	3
084	2	1
229	4	4
095	3	1
018	4	2
404	4	1
243	4	4
298	4	1
450	3	4
405	4	1
491	3	3
376	2	3
448	1	2
255	2	3
096	2	4
150	1	3
388	3	1
296	2	1
252	3	4
351	2	1
469	2	4
017	2	1
126	1	4
306	3	1
120	3	4
024	2	1
139	2	2
053	4	3
154	1	4
207	4	3
242	1	1
110	4	4
440	3	3
497	3	1
002	4	2
490	4	3
023	3	3
201	4	4
057	4	3
236	3	1
216	4	4
044	3	3
019	4	3
434	4	1
247	1	2
332	4	3
435	3	3
427	2	1
389	3	1
145	1	2
004	2	1
309	2	4
444	1	2
055	3	2
302	1	2
431	1	1
059	1	1
149	2	4
353	2	1
138	3	2
314	3	4
304	1	1
046	1	3
356	1	4
015	3	4
382	4	2
397	4	2
342	1	4
437	1	1
228	2	4
050	2	3
334	2	3
425	2	4
412	1	2
054	1	1
339	2	2
297	1	4
036	2	3
477	4	2
500	2	4
277	3	2
369	3	4
131	2	4
178	1	2
420	2	2
452	1	2
234	4	2
436	2	4
299	2	4
472	3	1
345	4	3
300	3	1
292	2	4
119	4	1
039	2	2
327	1	1
280	2	2
348	1	4
275	3	2
224	3	1
293	3	3
080	2	3
175	2	3
321	2	3
058	1	3
230	3	2
284	4	2
048	2	3
256	3	4
222	3	3
492	3	2
204	3	1
049	4	4
077	1	3
193	3	3
061	2	1
459	4	2
184	1	3
333	4	2
069	3	1
365	3	1
320	4	1
289	1	1
264	2	1
147	3	4
181	4	1
390	1	4
122	2	4
070	4	1
121	2	3
282	3	2
419	4	3
246	3	2
367	3	3
124	4	2
086	4	3
155	1	4
311	1	2
010	1	2
295	1	4
160	1	3
082	3	1
489	1	4
200	3	2
363	1	1
209	3	3
087	2	2
322	2	4
366	2	3
476	4	3
393	2	3
109	1	2
463	1	1
430	3	2
310	3	1
428	1	1
231	3	3
066	1	4
454	2	1
140	4	3
482	2	3
359	3	4
379	3	4
220	3	2
164	4	3
041	2	3
079	3	1
062	2	2
212	3	3
089	3	1
152	3	1
319	2	1
384	2	2
144	4	1
285	1	4
337	1	1
199	1	4
391	3	1
074	4	3
106	4	2
374	3	4
257	3	1
249	1	1
352	3	2
281	3	1
262	2	4
167	4	4
179	3	4
218	1	3
210	3	1
484	3	3
142	4	2
251	2	4
128	2	3
092	2	2
028	4	4
402	2	1
473	1	3
025	2	3
240	4	2
362	2	2
103	2	2
451	3	1
239	1	2
346	2	3
325	3	1
343	3	4
129	2	3
250	4	3
465	3	3
233	2	2
416	4	4
453	3	1
159	1	1
232	2	2
481	1	4
097	3	3
177	4	1
105	2	2
471	2	2
033	2	3
030	3	3
235	4	2
372	1	1
130	1	4
012	2	2
344	4	1
442	4	4
470	4	333	4
195	4	381	2
260	1	430	2
191	4	004	4
214	1	277	1
174	4	008	3
198	1	424	1
486	2	364	2
208	1	021	1
090	2	224	1
108	3	129	3
287	1	198	2
278	3	415	4
196	1	094	1
461	3	200	1
123	3	058	4
286	1	100	3
088	2	297	3
466	1	146	2
328	2	006	2
183	1	247	3
156	3	213	1
026	4	480	3
276	3	096	3
301	3	180	2
153	2	080	2
098	4	288	3
326	2	479	1
357	1	208	1
418	3	283	4
378	2	465	2
268	2	273	4
316	4	006	2
380	3	202	2
399	3	280	2
020	4	426	1
498	4	115	4
072	4	098	4
265	4	187	3
445	1	336	1
063	3	437	4
245	1	283	1
205	1	348	2
409	2	488	4
134	1	470	4
253	1	045	2
288	3	146	4
141	2	121	1
413	3	385	1
457	3	176	3
163	2	315	4
396	2	380	3
401	4	397	2
447	1	042	4
254	1	477	2
101	1	208	4
022	1	247	3
308	3	492	2
494	1	410	1
347	3	339	4
003	4	467	2
007	1	187	4
008	2	006	1
064	3	199	2
439	2	284	3
045	3	412	3
116	2	308	3
259	3	192	4
488	3	124	2
166	1	317	3
132	4	070	3
377	3	400	1
100	1	208	1
266	1	231	1
373	4	195	4
487	1	162	1
194	1	034	4
294	4	097	1
475	2	360	3
114	2	384	1
426	4	338	4
279	1	184	4
011	2	042	4
460	3	041	2
446	4	327	1
171	4	227	4
438	3	348	1
112	1	320	4
312	3	101	2
433	4	308	4
187	2	007	4
032	4	367	3
158	2	278	1
400	4	217	4
263	1	016	3
340	3	385	3
226	4	331	2
313	2	095	4
076	3	347	2
383	1	427	3
083	4	107	4
203	1	475	1
186	4	153	3
331	2	183	1
474	4	044	4
318	4	194	3
217	2	371	2
056	4	439	4
093	1	190	1
192	3	229	2
305	2	155	4
335	2	259	1
094	1	106	1
180	4	181	1
051	4	208	2
182	2	057	3
458	4	391	2
075	3	331	1
248	2	473	2
215	2	315	4
211	3	037	4
151	3	021	1
165	4	183	4
170	1	084	3
449	3	496	4
478	4	019	2
303	3	053	4
148	3	491	2
261	4	468	3
143	3	209	4
368	3	007	3
137	4	166	3
040	1	361	1
386	4	205	3
361	1	267	1
499	4	427	1
269	2	328	1
133	2	355	4
068	2	115	2
244	4	185	1
480	3	043	4
385	4	146	2
043	3	451	1
189	1	139	3
241	2	039	3
330	1	167	3
173	3	322	4
273	4	061	2
052	4	293	4
188	1	399	4
197	3	283	4
219	4	188	3
479	1	172	1
496	2	423	4
038	4	301	3
414	4	296	2
237	3	487	3
009	1	240	4
317	1	223	1
422	3	266	4
274	4	295	4
202	2	013	2
078	3	185	2
034	3	214	2
403	2	091	1
127	4	022	2
047	2	455	1
375	4	105	1
162	3	067	3
172	3	456	1
407	3	085	2
073	4	294	1
005	1	101	1
146	2	306	1
468	3	459	3
118	4	220	1
455	4	461	3
394	1	099	1
408	2	266	2
270	3	208	4
336	3	265	3
411	2	278	3
495	4	128	4
135	4	161	2
272	4	122	2
185	1	294	3
258	3	067	4
102	4	022	3
227	3	249	1
443	4	351	1
013	3	225	2
307	2	077	3
456	4	208	4
071	4	214	3
223	2	217	3
371	3	212	1
016	1	342	1
021	4	451	1
001	2	280	2
014	1	192	3
329	3	470	3
031	4	367	4
350	1	197	4
099	2	120	2
483	3	491	4
006	2	494	2
035	3	202	3
290	4	430	3
406	3	308	1
349	4	428	3
324	3	070	2
381	1	211	4
315	3	463	3
267	1	182	1
283	1	044	4
354	3	088	4
136	2	184	3
355	4	463	2
338	2	052	2
125	4	344	3
176	3	013	3
423	1	370	2
485	2	444	2
358	3	252	3
464	3	398	1
271	3	208	1
493	3	263	3
168	3	319	4
462	1	335	1
206	1	133	3
115	2	162	1
441	1	455	4
395	2	465	4
067	2	413	2
421	2	125	2
432	4	433	4
415	2	089	4
238	4	185	2
065	3	212	4
392	1	138	4
424	4	149	1
117	2	428	3
323	1	252	2
398	2	442	3
467	1	216	3
417	3	475	2
291	2	134	4
190	2	290	3
037	2	496	1
060	1	267	1
360	3	483	1
029	2	271	4
341	4	412	2
429	1	032	2
113	1	018	4
042	2	028	4
157	2	009	3
161	3	391	2
387	2	231	1
081	1	027	1
364	2	243	2
225	1	430	2
111	2	033	2
221	3	127	2
370	1	056	4
169	2	284	2
027	1	377	1
410	2	052	3
213	3	346	4
104	4	277	3
091	4	427	4
107	3	017	2
085	2	052	3
084	4	323	1
229	4	290	3
095	1	263	2
018	1	038	3
404	2	290	1
243	3	219	2
298	2	305	2
450	3	334	1
405	4	211	1
491	3	444	2
376	1	400	1
448	3	461	3
255	4	496	1
096	4	030	3
150	2	336	1
388	1	498	1
296	3	101	3
252	4	017	3
351	4	018	3
469	3	367	1
017	1	077	3
126	1	218	4
306	2	483	1
120	4	461	3
024	4	327	3
139	3	354	1
053	3	434	4
154	2	001	1
207	3	147	1
242	1	456	1
110	3	335	2
440	4	068	3
497	3	028	4
002	3	406	3
490	2	259	1
023	1	423	4
201	2	092	2
057	4	212	1
236	3	154	2
216	3	156	3
044	3	372	3
019	1	253	1
434	4	227	1
247	4	335	1
332	3	109	4
435	2	411	4
427	4	093	2
389	4	078	3
145	3	147	3
004	2	172	1
309	3	015	1
444	2	404	3
055	2	043	4
302	4	113	3
431	4	170	1
059	1	288	3
149	4	097	4
353	1	341	1
138	4	341	4
314	3	494	2
304	4	075	1
046	2	158	4
356	3	059	2
015	2	222	4
382	4	453	2
397	2	134	3
342	1	362	1
437	1	071	3
228	2	457	3
050	3	449	1
334	4	229	1
425	4	182	1
412	2	266	3
054	4	362	4
339	3	051	4
297	2	369	1
036	1	140	4
477	4	047	3
500	4	059	1
277	3	095	1
369	3	154	4
131	2	408	4
178	1	123	3
420	1	005	2
452	2	286	2
234	1	196	1
436	2	017	2
299	1	264	4
472	1	460	2
345	4	232	3
300	3	107	2
292	1	107	3
119	1	203	3
039	1	218	4
327	4	445	4
280	2	371	4
348	4	274	4
275	1	029	2
224	1	121	2
293	2	085	2
080	3	415	2
175	1	308	4
321	2	166	3
058	4	071	4
230	3	003	3
284	1	053	3
048	1	172	2
256	4	114	2
222	3	107	1
492	2	215	4
204	3	286	3
049	2	434	3
077	4	366	4
193	4	059	3
061	1	007	3
459	2	142	4
184	1	411	2
333	3	131	2
069	3	227	3
365	3	235	1
320	2	112	3
289	2	021	4
264	1	496	4
147	2	040	1
181	3	279	2
390	3	372	4
122	2	118	1
070	3	160	2
121	2	080	2
282	1	001	1
419	4	044	3
246	2	115	4
367	3	483	1
124	3	437	3
086	1	150	2
155	1	150	1
311	4	195	1
010	4	185	2
295	4	169	2
160	1	156	1
082	1	228	3
489	4	281	4
200	2	068	2
363	2	298	1
209	3	306	3
087	2	453	2
322	1	233	2
366	1	398	1
476	4	084	2
393	2	182	3
109	4	297	3
463	1	357	4
430	4	371	2
310	2	277	1
428	2	470	2
231	4	093	4
066	2	233	2
454	3	138	2
140	2	439	2
482	2	412	3
359	4	029	3
379	3	053	4
220	2	034	1
164	2	196	4
041	1	365	2
079	3	072	4
062	2	466	4
212	1	123	3
089	3	259	4
152	2	225	2
319	4	474	3
384	2	012	2
144	1	259	1
285	1	355	3
337	3	458	4
199	2	137	3
391	3	031	3
074	4	492	1
106	1	040	1
374	4	185	3
257	1	403	4
249	4	458	3
352	2	006	1
281	1	026	3
262	1	497	2
167	4	175	4
179	1	349	2
218	2	334	1
210	2	396	4
484	2	196	3
142	2	068	4
251	1	301	4
128	1	201	3
092	4	021	1
028	3	311	2
402	1	380	4
473	1	298	2
025	3	371	1
240	2	290	3
362	2	200	2
103	2	343	1
451	3	111	3
239	4	292	1
346	3	119	3
325	2	172	4
343	3	188	4
129	3	466	3
250	4	345	3
465	3	380	4
233	2	049	2
416	4	296	4
453	2	162	3
159	2	366	2
232	2	026	1
481	4	301	3
097	1	379	3
177	2	204	3
105	3	455	1
471	3	480	4
033	1	289	2
030	2	140	3
235	2	477	2
372	3	307	2
130	1	134	2
012	1	226	1
344	4	187	4
